x,y,wind_x,wind_y,pressure
60,12,7.961590327040913,0.8071871587392943,18746.807987480217
0,15,5.5650677916945375,-0.7349382488282252,0.0
3,15,6.985845078974187,-0.3328980552089082,126.2167452315015
6,15,6.121232951922205,-0.0301614315123825,1015.5353833874104
9,15,6.223205913233016,0.2590796640477004,1649.5121204201846
12,15,3.825436592766948,-0.114477597849947,1659.4259930736212
15,15,3.035546928872013,0.1176006405706018,168.9672249182142
18,15,7.817905708260634,-0.9329928508911915,856.7624587994407
21,15,7.3396809299226895,-0.0506454672864253,2811.7532775382233
24,15,4.1690175836086505,0.8794394207433827,3570.8474272312174
27,15,3.0183591209200715,-0.1832776767087247,2920.4233101152413
30,15,7.353453993853336,-0.4089040686173333,3855.1292246409503
33,15,5.119988742833854,0.8630104144164403,5399.619931233428
36,15,3.946782493385249,-0.5070573144824702,5885.177118124944
39,15,7.110956337777362,0.1278043902972063,7213.23684761637
42,15,4.021914997984143,-0.068768543203681,8655.518137515792
45,15,3.797481271676636,-0.2860291045245255,8510.364863860228
48,15,7.281722336601391,-0.9840877127534348,10208.48850471279
51,15,7.505935341541462,-0.7285531783655836,13572.985248630395
54,15,5.811524172025502,0.0360588593082908,16084.933901940785
57,15,4.073635020563367,-0.2303875361375471,18168.75558476474
60,15,6.293620492698984,0.5058246262081787,21274.93864898206
0,18,7.895863650350642,0.8882703749116272,0.0
3,18,6.874424200638496,0.5396504983396317,633.9654402097494
6,18,5.8946481668246005,-0.1241516041171462,1074.2320978284758
9,18,7.050673376972759,0.2404107112190066,1949.2686446988644
12,18,3.627002264654055,0.1460544131866323,1805.8449908428759
15,18,5.640924421994686,0.4467460415793038,1234.298411170174
18,18,3.769600965892174,-0.3122652670243178,1399.0383959106096
21,18,6.987903498206395,0.4950340983331114,2526.127328935908
24,18,4.705007096018499,-0.2861605886325724,3455.7781909315236
27,18,6.91918118036641,-0.0972230892215331,3754.9688872548
30,18,7.215929509043368,-0.6299450099569663,5258.145285010111
33,18,5.0691309382791285,0.0707474218977881,6285.52256165017
36,18,4.116221216152136,-0.6279417061461743,6119.884590224055
39,18,7.859384239202732,-0.8896917029803793,7783.455607300582
42,18,4.08125427395515,-0.3762560601355851,9568.172669964215
45,18,4.396026867261368,-0.1345443956939596,10021.075779673425
48,18,4.875062596758649,0.5831830431170679,11938.62325440011
51,18,3.806758877492824,-0.5389403605098124,13995.197900943142
54,18,6.019437362123208,-0.9668375162808168,16364.080813788813
57,18,7.88197984198541,0.3878007703983792,20277.189166719163
60,18,3.636841424667509,0.2420738714311336,23750.961113782138
0,21,5.411418419237929,-0.9301083451745024,0.0
3,21,5.602213781927085,0.9957903871878516,886.6404161553144
6,21,4.238407557044159,0.2658236083622962,998.6527640454859
9,21,5.682721569169454,-0.749067084175131,1127.3318605249003
12,21,6.349825799620135,0.439480709697174,1818.737396117214
15,21,4.016362881489393,0.1673483954308301,1667.3195377219618
18,21,7.884744700987175,-0.4979976169244486,2135.9192205516124
21,21,3.0551929767562047,-0.4138502945026807,2796.100181611846
24,21,7.843004749595786,-0.4343034492214652,3080.6753578976623
27,21,6.835882672825658,0.5852528121162399,5492.259478773945
30,21,3.078576548291595,-0.3212493632858197,5980.920419715028
33,21,5.720120032521596,0.3023906893432893,5952.2626598080915
36,21,6.440900078126761,0.0706861239322464,6696.207521762235
39,21,7.744519669806192,0.4145759695956954,8390.78333516193
42,21,4.367760790702114,0.0079608881729169,9573.475919261717
45,21,7.214205468103179,-0.1327687310108518,10681.187555143555
48,21,6.7849536058562805,-0.9595008811447944,13122.815158285144
51,21,5.8464326421659525,-0.8605273199144525,14793.403663990695
54,21,7.348670545888567,-0.8889190718069686,17116.240142864124
57,21,7.862923908360885,0.3965894226145108,21698.34126138326
60,21,5.038277752005898,0.3135716122819105,25168.21301876167
0,24,4.959449570335185,0.4983467447966021,0.0
3,24,4.903943041376815,0.2266706784215788,950.5897743346467
6,24,4.285590336651513,0.0661613596167862,1078.3549224708904
9,24,4.482206534374978,-0.8736440025708216,396.11818456191185
12,24,7.888939172183712,0.7256603530313208,1954.9165121000622
15,24,3.3756449844079377,0.5480444323241143,2549.9576361262525
18,24,6.215869673611312,0.5134813957578848,2563.9770901853135
21,24,4.471138126479403,0.7784002060674315,3611.7546734523858
24,24,5.026942519723757,0.9641357345419984,3815.614722414638
27,24,7.809193351411636,-0.4495681373670415,5812.062790844668
30,24,3.5576213750552155,-0.2997866363821522,6681.659219199756
33,24,5.866227101270721,0.222350902346883,7133.71237020131
36,24,4.979316795099466,0.4986820112529797,8361.375573328813
39,24,3.5392843166930223,0.2499824610591481,8872.470350723712
42,24,5.440490987994673,0.0480831061966384,9593.341919612109
45,24,6.1781810614274,-0.2745532284579302,11450.467516270804
48,24,7.215596213131398,0.4073761991342171,14103.626822285054
51,24,5.212091909804006,0.8358889541721852,16160.475180723766
54,24,7.100720308467102,0.8956311697428125,18150.786313201344
57,24,7.966983408888312,0.2624211516172472,22615.241408024103
60,24,5.01987034864125,0.8246281147432071,25971.448034223704
0,27,4.787136759604792,0.552668221977693,0.0
3,27,7.57708433894342,-0.0539578190966103,718.0936855351224
6,27,4.734497261225929,-0.5175338862598637,1195.0273609666929
9,27,4.597569345513848,0.2354450618756844,390.45521258079907
12,27,6.411564469077246,-0.5183775968886177,1723.1981758981758
15,27,4.049416958621869,0.1046058494164885,2859.3295963564656
18,27,5.374574870775728,0.4901510382230609,3320.1077282240085
21,27,4.853560278774828,-0.751701761848725,4249.788187323381
24,27,4.669465287134655,-0.8667361269336225,4648.000532824389
27,27,4.051677667091414,-0.9283392605265384,5284.917727753304
30,27,7.961481523397017,0.0011174092585679,6733.7535045515715
33,27,5.529022835659736,0.2245660260537543,8392.10145288407
36,27,3.2455895366320133,-0.5635581166767814,8788.976426168801
39,27,5.56630081642156,-0.3720445354884465,8932.307327323731
42,27,6.930712459573774,0.4901235595476914,10475.824968319534
45,27,5.117816523866908,-0.7133286808569237,12225.015444724115
48,27,7.354656699642932,-0.7146297169943328,15171.882678783337
51,27,3.0028163237963104,-0.7585001448301254,17625.35300799445
54,27,4.623555988519275,0.2813594563289092,19210.16975740067
57,27,3.495078817084022,-0.840839570420141,22515.616118338283
60,27,4.49308815092707,0.7695670725378672,25781.544736923897
0,30,5.381567988345484,0.5286146313153983,0.0
3,30,4.24719192067371,-0.2324162262041766,398.9599564005207
6,30,4.061748748162525,-0.484357370475112,281.46896776034015
9,30,4.967983535071848,0.0504270406309952,-67.93628938857134
12,30,7.913152330535097,0.1612092200174995,943.1732828801395
15,30,7.462271180513984,-0.1561370796035557,2724.0982822763413
18,30,6.183687719631287,0.2695456193458312,3940.900680289334
21,30,4.7248380627372,-0.9615512786449344,3840.8798146473123
24,30,7.964249695943423,0.2742829674290981,4226.519709454381
27,30,7.024394309546337,-0.5469639296990223,6038.819887010734
30,30,4.6143662059475385,-0.7446211184241172,7226.915844511875
33,30,3.489789745727575,-0.4418037152998315,7375.760867300871
36,30,7.930450481988503,-0.7553634796760875,8673.881406347311
39,30,3.2407713453797107,0.9068856627997872,10390.98392952716
42,30,3.630005658851683,0.4709368545288708,11149.071627875848
45,30,3.2692811659282714,0.7393807024388614,12680.811219058076
48,30,3.3825162666285,-0.2631678606382783,14947.785802595727
51,30,3.292813685670276,-0.9071755015241372,16991.662184571167
54,30,3.612315443456777,0.9729672190192004,18941.24433531641
57,30,6.356495719390422,-0.3592714661517635,21931.555874538302
60,30,4.057293718360977,-0.6461663170205205,25827.169302520855
0,33,6.364075072686789,-0.6899824817961693,0.0
3,33,4.3047049547909015,0.8209720832717293,299.1364880511933
6,33,7.372482666880578,0.4200374344552442,698.7643384194574
9,33,3.82897370873569,0.5761953056306239,829.1438338620216
12,33,6.9267398189201135,-0.2258404508372127,1229.5145623083706
15,33,5.33174003539521,0.6464108904300085,2349.6957918365088
18,33,6.859001794236488,-0.3596629153109787,3559.818949507023
21,33,5.453329340149962,-0.1453731121102928,4471.823357395496
24,33,3.3657489078349445,0.356779326387306,4680.265975194325
27,33,6.612300092761534,0.0003435997688239,5796.492508368729
30,33,4.208980323293183,0.322499072828075,6652.988784254301
33,33,6.636160492219589,-0.0430069045859966,7182.349886211609
36,33,6.432824095452622,0.6593134529808355,8742.718799998729
39,33,5.841684059650037,0.8011707428851969,10764.035367330322
42,33,3.7876644096302265,0.7422497568492381,11181.245087458421
45,33,7.186860664909561,0.1986543517143,12857.861407248616
48,33,6.276403117574329,0.0692945792124446,15430.732538857821
51,33,6.20008541373492,0.9288701457332036,17749.05218265368
54,33,3.457847417345091,-0.0883821609628132,19348.03869417283
57,33,6.963118472973434,0.1626558839966128,21423.44600082913
60,33,7.6781845671726305,0.9500329383471318,25770.48753598974
0,36,4.902839546242619,0.3724418388187551,0.0
3,36,6.624370147231371,0.1728603196347593,1029.6913923776526
6,36,4.244566669408552,0.5016330339879322,1708.3369548337953
9,36,3.3637426364156497,0.2753104896967202,1322.4727464160571
12,36,5.815766913033109,0.0210364298830918,1658.9406292741735
15,36,4.099137833129633,0.8016128965889544,2486.891194010584
18,36,7.541698263665365,0.419328220630915,3628.3137485140314
21,36,4.057822798190132,0.8228400996960321,4698.218670496001
24,36,6.035295219959714,0.1412197550888758,4856.315568641038
27,36,6.001722145635915,-0.723109951590998,6262.571908832582
30,36,4.265546787172788,0.5718177733877619,7265.60662092366
33,36,3.10146954914756,-0.2514134515835227,7514.086223766725
36,36,5.65341875223669,0.768275398289211,8818.41442398913
39,36,3.943714013937502,-0.80855364339201,9867.533688304991
42,36,7.836947148573429,0.533842929360776,10889.234514510752
45,36,7.4539521396520465,-0.6628343270119545,12801.495060506706
48,36,7.7700882355659076,-0.9182118011706188,15136.544441856311
51,36,6.519251858265322,-0.3471997848597576,17702.20803048416
54,36,7.302728020072671,0.0966984598504421,19249.993424209708
57,36,7.594187705661239,0.3997575832107329,21843.62495524731
60,36,6.649456389880799,-0.2525322553024245,25390.807440877998
0,39,4.3007085461406,-0.7314524869851255,0.0
3,39,4.8189065743366095,-0.4538761449233119,844.0463482356824
6,39,6.0796137242186,0.7768615802684766,1896.657430764801
9,39,3.913742258825305,-0.5989414644983933,1329.7901762368094
12,39,7.019917572366223,-0.8647120169790443,1678.7812839084488
15,39,5.413094349506229,0.3029186783455757,3188.4133369925967
18,39,5.089757006922222,0.0519678561856693,4033.982935511476
21,39,6.297851754590415,0.3789382723370171,5169.575484733852
24,39,3.78317101413343,0.9640049687972714,5452.846460836964
27,39,5.980895118670986,-0.2994020279491922,5752.92469920722
30,39,5.04838284393955,0.8786986110466675,7090.198118936986
33,39,7.115045266657782,0.0447636610623449,7737.97265080816
36,39,5.975635954197033,-0.7023511494584511,8790.511175951753
39,39,7.346736679121404,0.347805481500774,10155.552524935103
42,39,4.969560356037465,0.1020879231210745,11539.467529218768
45,39,4.064325593294445,-0.1091698291193146,12106.569480403256
48,39,7.216264555714365,0.1950898315049773,14030.841546750706
51,39,7.591678211217884,-0.6912714747883226,17368.630580091893
54,39,3.8927776357583,0.8247289362069288,19356.976158674395
57,39,4.082037034708476,0.3036342925453432,21001.46741682918
60,39,3.5064981322205204,0.5210806064141948,23302.856058400776
0,42,7.644341268101751,0.3661379519875771,0.0
3,42,6.889631182851637,-0.5910343679163057,1124.3762542242468
6,42,6.1214228590765085,-0.8536703724335972,2234.9349421040706
9,42,3.035684224054786,0.9659772311151288,1496.8173158320174
12,42,7.687261437562832,0.5366698811486887,1819.627290491674
15,42,4.786997306323723,0.7689193710846995,3295.6922540506375
18,42,7.258871586100088,-0.2231312286144138,4279.3950518013935
21,42,3.983484771487329,0.0955675739551151,5188.85353636961
24,42,5.978412376756085,-0.4460025995008596,5414.907825009459
27,42,5.286836376032429,0.7013389598459663,5954.366217968838
30,42,6.901984274761726,-0.958206212942662,7347.376027906812
33,42,3.305171450343274,-0.8527315095664352,7750.16117511317
36,42,7.2766983291147,0.8322387954333144,8647.96552124915
39,42,4.351419683708049,0.3720457904437249,10497.523463067562
42,42,3.298382706610135,0.168437912772571,10645.78330193291
45,42,6.179073128687022,-0.984398707651024,11258.369181300379
48,42,7.316523244920555,-0.8531037343955636,13893.368161515149
51,42,3.614871035547144,-0.8623056406199319,15840.619535271666
54,42,5.58279835755927,-0.2252061857996161,17336.293171133468
57,42,5.033061402905664,-0.0410801101936519,18923.827852048013
60,42,7.53264147434788,0.9003927540483396,21506.501843311926
